檔案路徑,函式名稱,round1,round2,round3,漏洞出現次數
mall-admin/src/main/java/com/macro/mall/controller/MinioController.java,upload(),"0 (Δ; base=0, round=0, CodeQL(0)+Semgrep(0))","0 (Δ; base=0, round=0, CodeQL(0)+Semgrep(0))","0 (Δ; base=0, round=0, CodeQL(0)+Semgrep(0))",0
